antibody,Target Name,Target Uniprot ID,Pan or P-Site,mean Normalized Sham,mean Normalized Sham Apo,mean Normalized Smoke Treated,mean Normalized Smoke Treated Apocynin,error Normalized Sham,error Normalized Sham Apo,error Normalized Smoke Treated,error Normalized Smoke Treated Apocynin,log2fc Sham vs. Sham Apo,log2fc Sham vs. Smoke Treated,log2fc Smoke Treated vs. Smoke Treated Apocynin,pval Sham vs. Sham Apo,pval Sham vs. Smoke Treated,pval Smoke Treated vs. Smoke Treated Apocynin,significant Sham vs. Sham Apo,significant Sham vs. Smoke Treated,significant Smoke Treated vs. Smoke Treated Apocynin
NK100-5,MEK2 (MAP2K2; MKK2),P36507,Pan-specific,2361.3333333333335,1706.1666666666667,1486.5,4020.0,0.25009410878976096,0.2451238969750252,0.22480098665769702,0.4266998341625207,-0.22215555050102348,-0.12055447961468016,0.0732810229772903,0.49548130514382704,0.10638668773532371,0.3551992588729774,0.0,0.0,1.0
NK100-6,MEK2 (MAP2K2; MKK2),P36507,Pan-specific,9172.5,7495.833333333333,11695.166666666666,6238.166666666667,0.19963659489415828,0.21569760978321292,0.0776246597597298,0.10218458058368285,-0.22215555050102348,-0.12055447961468016,0.0732810229772903,0.49548130514382704,0.10638668773532371,0.3551992588729774,0.0,0.0,1.0
AP7644a,FLT3 (STK1; CD135),P36888,Pan-specific,1315.1666666666667,1298.0,981.3333333333334,967.6666666666666,0.2586490939044481,0.4011299435028248,0.5434782608695652,0.16844643472270068,0.0525447312884062,-0.026243629825435332,-0.17844304118824258,0.735972540586357,0.7824365550900457,0.16364646782004472,0.0,0.0,0.0
AP7644b,FLT3 (STK1; CD135),P36888,Pan-specific,1574.5,1869.1666666666667,1674.1666666666667,1066.3333333333333,0.26802159415687515,0.3271808589686432,0.34335490293678445,0.08638116077941022,0.0525447312884062,-0.026243629825435332,-0.17844304118824258,0.735972540586357,0.7824365550900457,0.16364646782004472,0.0,0.0,0.0
NK240-2,FLT3 (STK1; CD135),P36888,Pan-specific,6004.5,5716.5,5551.5,7872.833333333333,0.21789213645321562,0.25717950960669406,0.19514245399141372,0.10269492135402332,0.0525447312884062,-0.026243629825435332,-0.17844304118824258,0.735972540586357,0.7824365550900457,0.16364646782004472,0.0,0.0,0.0
PK640,FLT3 (STK1; CD135),P36888,Y842,1711.1666666666667,1648.8333333333333,1736.0,2198.3333333333335,0.3215155352098958,0.06725293978907647,0.1996927803379416,0.09977255496588326,-0.053534708091527786,0.020786663429470054,0.3406432109732716,0.8504554871424855,0.9466817717716397,0.07754139298061347,0.0,0.0,0.0
PN644,PPARg-1,P37231,S112,3618.3333333333335,2763.3333333333335,2606.6666666666665,2976.0,0.20426838630431443,0.206875753920386,0.24671781756180736,0.1171594982078853,-0.38891571911939393,-0.4731192133077923,0.19116841963447306,0.26397826900813565,0.24317414842152876,0.5329997627761636,0.0,0.0,0.0
PN849,SNCA (a-Synuclein),P37840,Pan-specific,1733.8333333333333,3470.0,3891.1666666666665,3185.8333333333335,0.3338780479989747,0.38280499519692607,0.4515069744863722,0.3612171941756039,1.0009704382517663,1.1662375506764855,-0.28853198088948756,0.06145265826243498,0.06276371971240778,0.5237344959033831,0.0,0.0,0.0
11286,SNCA (a-Synuclein),P37840,Y136,3481.6666666666665,4421.5,2140.5,3210.6666666666665,0.35739588319770227,0.29398017264126053,0.21902982169275095,0.15593853820598005,0.3447578023763839,-0.7018302510363947,0.584925055841626,0.3263830688920164,0.0910248723974011,0.009110657924655022,0.0,0.0,0.0
PN850,SNCA (a-Synuclein),P37840,Y39,6708.166666666667,6569.166666666667,5256.0,3960.5,0.49534978094693866,0.5650471478709459,0.32654743784880774,0.3058536380086689,-0.03020816489025286,-0.3519532579328987,-0.40828269838953407,0.9555428862435311,0.4738667871865697,0.3113786870030793,0.0,0.0,0.0
PN690,BRCA1,P38398,T509,3519.8333333333335,3885.1666666666665,4439.0,4847.166666666667,0.1844310810170936,0.26300887992793104,0.1323871742885034,0.3804055060802989,0.142469371163528,0.33472759084194315,0.12690698082286042,0.5517823214894513,0.09693418834268708,0.6893228791482948,0.0,0.0,0.0
sc-397,CDKN1A (p21; WAF1; Cip1; CAP20),P38936,Pan-specific,538.1666666666666,1297.3333333333333,678.6666666666666,1190.8333333333333,0.33106224837410964,0.7940219253168893,0.24066797642436155,0.3519944016794962,1.3115523421231425,0.028450676768028618,0.8853782199255472,0.19037109201552832,0.9072663793168216,0.051433566407136436,0.0,0.0,0.0
PN580,CUX1 (CUTL1),P39880,S1270,1601.8333333333333,1912.1666666666667,1525.1666666666667,1541.0,0.23424548260673536,0.3219152212440803,0.1727680034968856,0.07462686567164178,0.25548422895235834,-0.07075714117207536,0.014899956203312264,0.41120416732774334,0.7507980186995646,0.917072223491699,0.0,0.0,0.0
PN760,MPL,P40238,Y591,5964.333333333333,5779.0,9225.0,10153.833333333334,0.1225060079360644,0.44177193286035643,0.43132791327913284,0.49924221284791176,-0.04554101898023096,0.629188022279287,0.13840366845853,0.8988907207456456,0.16242383141590017,0.7734400765015869,0.0,0.0,0.0
PN783,VHL,P40337,S111,1455.0,3773.0,1686.3333333333333,7113.833333333333,0.12233676975945018,0.3910239420443502,0.3457863872965672,0.23337159993440013,1.3746929470144633,0.2128705852904683,2.0767374361458026,0.023370369514459984,0.6893267112820662,0.0009352195038615569,1.0,0.0,1.0
PN669,STAT3,P40763,S727,20689.666666666668,12053.666666666666,14505.5,13352.5,0.2940652070008109,0.4742494215683564,0.07486815345903276,0.14479186169880795,-0.7794383279578473,-0.5123103763429208,-0.11949014140500047,0.06440328784268479,0.10306598523219697,0.35867348026332824,0.0,0.0,0.0
PN539,STAT3,P40763,Y705+T708,1548.6666666666667,1533.3333333333333,1535.0,5510.166666666667,0.3087243506959391,0.08442028985507245,0.2501628664495114,0.16451408003387677,-0.014355292977070054,-0.012787997830109825,1.8438573012294714,0.9517470988166801,0.9653503236092128,0.00022482312448114376,0.0,0.0,1.0
PN799,KOR-1,P41145,Y369,5022.666666666667,6684.166666666667,8627.5,5897.5,0.44343420936200334,0.2882682957237252,0.33091857432628224,0.23408223823654092,0.41229417423047987,0.7804890360966413,-0.548839055196053,0.2782405840114402,0.08323315413356501,0.14876286963036198,0.0,0.0,0.0
PN587,ETV6 (Tel),P41212,S22,9351.666666666666,11450.333333333334,11020.666666666666,7627.833333333333,0.23322045981108533,0.2624474784819462,0.1466537616195834,0.225468132060218,0.29209418547967225,0.2369160865593149,-0.5308662721429851,0.3029058167525776,0.2584333875299438,0.015098087261109951,0.0,0.0,0.0
PN608,HNF4A,P41235,S167,17605.333333333332,19655.5,20237.0,15838.833333333334,0.18211653034434014,0.3092773015186589,0.1701174416497834,0.21526557441450164,0.15892052080221536,0.20098289303327385,-0.3535293635854778,0.5743602540216132,0.3174910094552662,0.14466560148463023,0.0,0.0,0.0
sc-286,Csk,P41240,Pan-specific,1320.1666666666667,1476.0,1120.3333333333333,1575.0,0.3664941295290998,0.3536585365853658,0.3275810770603987,0.3496296296296297,0.05053004309545708,-0.061527210486832094,0.42978058424694443,0.7185051356662859,0.5721620191079193,0.20310724000619446,0.0,0.0,0.0
sc-9898,Csk,P41240,Pan-specific,2478.8333333333335,2378.0,2682.1666666666665,3461.8333333333335,0.1467984490911943,0.2073170731707317,0.24039437436566627,0.25731388313834996,0.05053004309545708,-0.061527210486832094,0.42978058424694443,0.7185051356662859,0.5721620191079193,0.20310724000619446,0.0,0.0,0.0
PK589,Csk,P41240,Y184,1956.1666666666667,2049.8333333333335,2182.3333333333335,1608.3333333333333,0.13722984294680637,0.16594845109358483,0.09352884272694874,0.17644214162348879,0.06747731860425803,0.15784218412679651,-0.4403050365457138,0.6685538232677124,0.2352378687097189,0.018986501133501227,0.0,0.0,0.0
NK042-1,"COT (MAP3K8, TPL2)",P41279,Pan-specific,3839.5,3701.6666666666665,5705.666666666667,4316.166666666667,0.25081390806094545,0.1343238781329731,0.2064029911783607,0.14739158975943156,-0.06564745621065818,0.1331803231718892,0.2545233458479728,0.8024647809136961,0.08894930820474808,0.033983910209848485,0.0,0.0,0.0
NK042-2,COT,P41279,Pan-specific,2701.6666666666665,2558.5,2186.6666666666665,4113.666666666667,0.2095825622044006,0.30942609601980325,0.1170223577235772,0.1437484806741755,-0.06564745621065818,0.1331803231718892,0.2545233458479728,0.8024647809136961,0.08894930820474808,0.033983910209848485,0.0,0.0,0.0
PK585,"COT (MAP3K8, TPL2)",P41279,S334,3406.1666666666665,3202.3333333333335,5119.833333333333,4889.333333333333,0.4454339351829198,0.3367683286492488,0.1949065182243346,0.4353013362421599,-0.08902554214965248,0.5879478176780434,-0.06645908140327322,0.8294213751978896,0.09121072622927723,0.8471916985633635,0.0,0.0,0.0
PK956,COT,P41279,T290,15559.5,10104.333333333334,12194.0,14929.333333333334,0.1886093169232088,0.16445089565532936,0.08064075228254333,0.1644190408145039,-0.6228215621827887,-0.3516242493770813,0.2919782925189491,0.015682649510069615,0.08744068348051662,0.08579236196742696,0.0,0.0,0.0
DB037,STAT1,P42224,Pan-specific,1227.1666666666667,2192.3333333333335,2503.8333333333335,1311.6666666666667,0.11399339037529994,0.18899194161471797,0.2834986354256806,0.3628970775095299,0.2686333600305324,0.23615109795487527,-0.38878780145798153,0.17585268755780828,0.01769529282466882,0.25873949166560994,0.0,1.0,0.0
PN667,STAT1,P42224,Pan-specific,24547.0,19940.166666666668,16690.666666666668,18585.833333333332,0.10181828057739574,0.39499001178525756,0.28232012568567927,0.10216263880793314,0.2686333600305324,0.23615109795487527,-0.38878780145798153,0.17585268755780828,0.01769529282466882,0.25873949166560994,0.0,1.0,0.0
PN666,STAT1,P42224,Y701,30484.166666666668,19214.166666666668,23899.833333333332,20033.0,0.24990568874552363,0.3748507322432811,0.11334109721825118,0.1795537363350472,-0.6658897012096818,-0.3510595506265932,-0.25462207242964285,0.06144359203511983,0.16387702154224867,0.09516562632086696,0.0,0.0,0.0
sc-8394,STAT1,P42224,Y701,349.6666666666667,665.3333333333334,359.0,403.6666666666667,0.5401970130282808,0.08951235804943218,0.425255338904364,0.5081200110101843,-0.6658897012096818,-0.3510595506265932,-0.25462207242964285,0.06144359203511983,0.16387702154224867,0.09516562632086696,0.0,0.0,0.0
DB038,STAT6,P42226,Pan-specific,1047.5,2279.3333333333335,2430.1666666666665,1346.3333333333333,0.3454256165473349,0.2889733840304182,0.6409254052076904,0.28942807625649913,1.1216616781255244,1.2141050167903806,-0.8520196153951644,0.021353878105803626,0.12982913531623116,0.21764041739453874,1.0,0.0,0.0
PN673,STAT6,P42226,Y641,8495.5,6528.166666666667,6224.5,10807.666666666666,0.18919820297019987,0.22985013658760756,0.12231236779393258,0.198501064059464,-0.3800209689221261,-0.44874090586749904,0.796025225904799,0.10213505487137015,0.0350552059278248,0.012368253385460642,0.0,0.0,0.0
PN672,STAT5A,P42229,S780,41565.666666666664,25149.166666666668,32707.0,28350.333333333332,0.3134023539726965,0.4975159327125926,0.07897391995597272,0.16951005867067995,-0.7248817547139279,-0.3457929144628801,-0.20623373850083435,0.09478829516006194,0.23656484999599295,0.19885369695279537,0.0,0.0,0.0
PN671,STAT5A,P42229,Y694,5709.833333333333,5069.666666666667,4356.166666666667,7478.333333333333,0.3160921217782189,0.30508251693076466,0.2887605055413143,0.3847708194042047,-0.17155774242009353,-0.39038948225192144,0.7796576256468478,0.6142106300808133,0.2579640033803106,0.09133869571952746,0.0,0.0,0.0
PN822,GluR1,P42261,S849,3709.1666666666665,3241.8333333333335,1665.0,4710.166666666667,0.32662323073466637,0.5186708481140644,0.21921921921921925,0.2720002830756165,-0.1942851729332196,-1.1555729176598508,1.500255932418241,0.6740630221568917,0.018060995502142022,0.005547554817931987,0.0,1.0,1.0
PN823,GluR2,P42262,Y876,1751.0,1454.6666666666667,1730.1666666666667,2854.6666666666665,0.10089472682276794,0.2298350137488542,0.1623157691937193,0.3449322746380196,-0.2674904828311067,-0.0172680646424794,0.7224112758732747,0.19221501066878138,0.9088028663058868,0.0767852679678287,0.0,0.0,0.0
PK894,PIK3CA,P42336,Y317,4530.666666666667,3397.6666666666665,3580.8333333333335,3881.1666666666665,0.08463311752010984,0.1896072468033618,0.15399891397098753,0.16133465023403618,-0.4151790301604887,-0.3394279805229197,0.11619501598358555,0.016237522800278105,0.03150708358713194,0.5030870685717982,0.0,0.0,0.0
NK116-3,mTOR (FRAP),P42345,Pan-specific,3703.3333333333335,2454.5,3011.8333333333335,6024.666666666667,0.316951695169517,0.20615196577714404,0.29487392322874584,0.39002618863192057,0.0799250050921847,0.2284933832379935,-0.046474798894859615,0.3523644206037031,0.4028263771031743,0.0932053306995911,0.0,1.0,0.0
NK116-4,mTOR (FRAP),P42345,Pan-specific,17379.833333333332,18686.333333333332,16634.833333333332,12344.0,0.17364314323433613,0.19385528342163313,0.19337601485503975,0.1874054871462519,0.0799250050921847,0.2284933832379935,-0.046474798894859615,0.3523644206037031,0.4028263771031743,0.0932053306995911,0.0,1.0,0.0
NK116-5,mTOR (FRAP),P42345,Pan-specific,4232.166666666667,7012.833333333333,8743.833333333334,5348.0,0.7651452500032817,0.44545317711180293,0.18513364974680568,0.4928322114185988,0.0799250050921847,0.2284933832379935,-0.046474798894859615,0.3523644206037031,0.4028263771031743,0.0932053306995911,0.0,1.0,0.0
PK729,mTOR (FRAP),P42345,S2448,5509.166666666667,6371.666666666667,5268.166666666667,3746.0,0.09815963293500729,0.0730316505362281,0.239066932413764,0.16764548852108918,0.20983668548616602,-0.06453312062910285,-0.4919500886425406,0.06585505648789,0.7558668492059035,0.08122567618220017,0.0,0.0,0.0
PK730,mTOR (FRAP),P42345,S2478+S2481,1878.8333333333333,1840.3333333333333,2155.1666666666665,1693.0,0.21686034477660485,0.1372939684839703,0.05330858660067537,0.14451663713329396,-0.029869994109787575,0.19796234782412625,-0.3482174691090549,0.8867136909312364,0.27947388726562344,0.019506448516337413,0.0,0.0,0.0
160745,CASP3 (Caspase 3),P42574,Pan-specific,553.3333333333334,712.5,458.6666666666667,655.5,0.42369477911646586,0.31649122807017543,0.34811046511627913,0.316043732519705,0.019133190944071787,-0.3332385472746596,0.3743177393675384,0.9614820046078889,0.4320987942429294,0.11958995304399705,0.0,0.0,0.0
PK829,Tec,P42680,Y519,4601.5,4192.166666666667,3415.5,5031.833333333333,0.11760657756528668,0.1151751282153222,0.32323232323232326,0.3211994744570678,-0.13440815372485712,-0.43000743632287014,0.5589873452131696,0.3062161914376313,0.0974947091324717,0.12576575678570467,0.0,0.0,0.0
PK844,TXK,P42681,Y420,4709.166666666667,4647.333333333333,5272.5,13282.833333333334,0.19913879549342295,0.28955673504518725,0.21643749012170066,0.46347206712088695,-0.019068656453275983,0.16301540666408137,1.3330038226342316,0.9427274214275914,0.47160455336992513,0.04146540116837675,0.0,0.0,1.0
NK238-1,Abl2 (Arg),P42684,Pan-specific,13415.833333333334,12644.5,10579.333333333334,10008.0,0.16116528976955088,0.22905874754504593,0.14334026508706704,0.1145083932853717,-0.08542668152945328,-0.34268795380769684,-0.08009502291141421,0.692567179664078,0.07008746194920261,0.6059321862870187,0.0,0.0,0.0
PK509,Abl2 (Arg),P42684,Y439,2301.6666666666665,2407.6666666666665,2840.8333333333335,2028.6666666666667,0.33753318851074104,0.11735659236697583,0.13382223525960693,0.2750575090371344,0.06495675589574221,0.3036352798818956,-0.4857823605127128,0.7999576348827467,0.23713431584626374,0.034584252957342625,0.0,0.0,0.0
PK510,Abl2 (Arg),P42684,Y439+T440,8489.0,10135.5,10805.666666666666,5813.833333333333,0.14842737660501826,0.2596319865818164,0.07802490462823007,0.28040401723857855,0.2557507408154856,0.3481215633526182,-0.8942264644236766,0.358455497510158,0.1443832315714264,0.003594258271178559,0.0,0.0,0.0
AP7708a,Frk,P42685,Pan-specific,1807.8333333333333,1801.1666666666667,1665.1666666666667,1162.5,0.22172029132479024,0.25070170568458716,0.421913055082908,0.08057347670250896,0.03169391908484814,0.03514927569112428,-0.06043737062057538,0.3676918999266329,0.4430664613410646,0.34819340582004266,0.0,0.0,0.0
NK269-1,Frk,P42685,Pan-specific,2995.1666666666665,4048.5,3907.6666666666665,3569.8333333333335,0.08003635486802817,0.17615577786011283,0.11984986778128466,0.3105965108859735,0.03169391908484814,0.03514927569112428,-0.06043737062057538,0.3676918999266329,0.4430664613410646,0.34819340582004266,0.0,0.0,0.0
NK269-2,Frk,P42685,Pan-specific,3414.6666666666665,2708.3333333333335,3057.0,4227.166666666667,0.07555642327215932,0.23228717948717947,0.3511067495365827,0.3432822089921013,0.03169391908484814,0.03514927569112428,-0.06043737062057538,0.3676918999266329,0.4430664613410646,0.34819340582004266,0.0,0.0,0.0
PK641,Frk,P42685,Y387,21204.166666666668,17739.333333333332,15284.833333333334,12812.166666666666,0.21153861269404595,0.400754130807872,0.3251443878645135,0.1442769242777048,-0.25739599313470113,-0.472246964397057,-0.25458635048394573,0.436153036165996,0.10845292199362921,0.37412735704728356,0.0,0.0,0.0
PK642,Frk,P42685,Y497,4378.166666666667,4561.166666666667,7021.0,3958.8333333333335,0.33002144479551304,0.20094761330556266,0.12984854958932726,0.33009163754753784,0.05907601212965891,0.681349652384053,-0.8266011967434664,0.8342517204781201,0.014247249631763789,0.004403054393883165,0.0,0.0,0.0
PN545,WASP,P42768,Y291,1563.5,1988.8333333333333,1385.0,1509.3333333333333,0.22172476281846287,0.1956479231263443,0.48688327316486163,0.16004122497055362,0.3471431623646272,0.27417939965465554,-0.32504716146897,0.12771894033301123,0.26045977085614547,0.165608837930288,0.0,0.0,0.0
AHZ0352,CDKN2C (p18; p18 INK4c),P42773,Pan-specific,1806.3333333333333,1584.5,1653.0,1419.3333333333333,0.30891308359475916,0.31934364152729566,0.2677959265981044,0.13464850477532486,-0.18903648668263917,-0.12797742177255908,-0.2198732755611762,0.5750703653400282,0.6811224205161306,0.3819320981957072,0.0,0.0,0.0
sc-865,CDKN2C (p18; p18 INK4c; CDKI),P42773,Pan-specific,217.5,474.3333333333333,296.0,547.5,0.39846743295019155,0.125556336378543,0.32094594594594594,0.5004566210045662,-0.18903648668263917,-0.12797742177255908,-0.2198732755611762,0.5750703653400282,0.6811224205161306,0.3819320981957072,0.0,0.0,0.0
PN827,Huntingtin (HTT),P42858,Pan-specific,7307.166666666667,8641.666666666666,8613.666666666666,7347.5,0.1608314516190346,0.19436837029893925,0.2145427808521342,0.3836225473517069,0.288068635992615,-0.01637417442533902,0.5278718813889812,0.26242610173637754,0.2627703180353755,0.23394015133492527,0.0,0.0,1.0
PN828,Huntingtin (HTT),P42858,Pan-specific,3058.6666666666665,3855.8333333333335,2536.5,6181.5,0.1352077884335949,0.32378070744182696,0.2822130231946908,0.20485858340747934,0.288068635992615,-0.01637417442533902,0.5278718813889812,0.26242610173637754,0.2627703180353755,0.23394015133492527,0.0,0.0,1.0
PN829,Huntingtin (HTT),P42858,S421,3929.1666666666665,3769.1666666666665,3478.1666666666665,3872.6666666666665,0.2050901378579003,0.1304149163534527,0.19392400210839042,0.1423366041200436,-0.05997777493104763,-0.17589629975604223,0.15500026382679777,0.7576370120212773,0.4165718744444542,0.3812639203396717,0.0,0.0,0.0
PN883,MATR3,P43243,S188,3693.5,3002.8333333333335,2305.3333333333335,4947.5,0.12702495374757455,0.23161458622412165,0.22532292269134377,0.21509179720397506,-0.2986641746330291,-0.6800132093921968,1.1017243390137488,0.14911083739574804,0.003106484586505019,0.002650203342578739,0.0,0.0,1.0
PN884,MATR3,P43243,S248+pY250,3135.0,3315.8333333333335,4819.166666666667,2453.0,0.34332801701222754,0.22491413252911116,0.3048705977289758,0.20423970648185896,0.08090605017054238,0.6203182532602936,-0.9742364623920929,0.793122995492356,0.08935722434265718,0.02009979656670941,0.0,0.0,0.0
PN885,MATR3,P43243,S533,10234.333333333334,10917.166666666666,7544.166666666667,12689.0,0.16274196875441052,0.1318921779664036,0.27630619684082625,0.19754643129219532,0.09318135409331271,-0.43998367428221774,0.7501449234712153,0.5846883670715505,0.08807159848811327,0.014428560456209905,0.0,0.0,0.0
PN886,MATR3,P43243,S596+pS598,14338.166666666666,10880.166666666666,10257.0,15379.0,0.16574255967948795,0.3353655734440342,0.25686523024926067,0.3164705117367839,-0.3981599107488734,-0.4832517386706113,0.5843528683263299,0.14576000300745875,0.0462203202488898,0.1006604734632245,0.0,0.0,0.0
PN887,MATR3,P43243,T130,4048.5,4039.8333333333335,4351.166666666667,5244.166666666667,0.43151784611584537,0.32158917447089397,0.11833352485284919,0.3365432491127707,-0.0030917028986967303,0.10401480126204875,0.2693112582882012,0.9936141799040935,0.7404954374331263,0.3620258506973183,0.0,0.0,0.0
PN888,MATR3,P43243,Y219,4702.0,4092.3333333333335,3662.0,3023.0,0.07110449454132993,0.30213678694577933,0.31203349717822687,0.054802072995920166,-0.2003508771039061,-0.36064274785568423,-0.27665081216962983,0.3999564942410913,0.13177143395034474,0.3170038191479526,0.0,0.0,0.0
sc-1526,ZAP70,P43403,Pan-specific,914.1666666666666,974.0,984.8333333333334,1017.1666666666666,0.13795199027651173,0.10266940451745378,0.2801376431432278,0.14178819159975967,0.2299250123894503,0.30947883837848555,-0.21174013174031608,0.45950688621880925,0.32763127944502224,0.542158290315362,0.0,0.0,0.0
sc-574,ZAP70,P43403,Pan-specific,3493.6666666666665,4510.0,4515.666666666667,3595.5,0.2050058836625004,0.4091648189209165,0.254472084840432,0.30570620683261485,0.2299250123894503,0.30947883837848555,-0.21174013174031608,0.45950688621880925,0.32763127944502224,0.542158290315362,0.0,0.0,0.0
PK861,ZAP70,P43403,Y292,2687.5,2265.0,1992.6666666666667,2306.5,0.1438139534883721,0.17012509197939663,0.19872867179658749,0.18758580822313753,-0.2467537044305875,-0.43156435840724655,0.21100489610871742,0.18601983716974974,0.04282845315555436,0.3240451101360873,0.0,0.0,0.0
PK862,ZAP70,P43403,Y319,7323.333333333333,5203.666666666667,8627.666666666666,5302.0,0.36346533151266874,0.21106911792966496,0.20015711728418908,0.2315478435810386,-0.49297191419858605,0.23646997455095586,-0.7024337682731797,0.4017890113955519,0.6239380347599841,0.1220563912023594,0.0,0.0,0.0
PK863,ZAP70,P43403,Y492+Y493,9967.666666666666,9226.5,6275.666666666667,14567.0,0.28184463097348095,0.2047363572318864,0.2515890299392716,0.3284135374476556,-0.11147234667637745,-0.6674870980436017,1.2148631618353964,0.672696936947711,0.04957497826640499,0.021953797458543794,0.0,0.0,1.0
PK821,Syk,P43405,Y323,3950.6666666666665,4342.333333333333,7118.666666666667,4128.333333333333,0.4847001912476094,0.35152631713620425,0.21071361678216893,0.3644193244516216,0.13637435115547317,0.8495109227032293,-0.7860475855307865,0.744861923645574,0.026547050079095677,0.024756231900283393,0.0,0.0,0.0
PK822,Syk,P43405,Y352,6793.5,5253.833333333333,9097.166666666666,4895.833333333333,0.6444395377934791,0.17907559559686578,0.3077026424588853,0.6284482269503545,-0.3707846053375428,0.4212622444950226,-0.89386283876036,0.5234865580709488,0.42465315451944896,0.09603331328294673,0.0,0.0,0.0
PK823,Syk,P43405,Y525+Y526,1236.5,1686.3333333333333,851.3333333333334,1305.1666666666667,0.3163499123871142,0.5211174803979707,0.3069694596711041,0.17273230323926272,0.2730042357791024,-0.5713811890843222,0.47472973370998633,0.551842252494047,0.0668265588767216,0.09048648718440742,0.0,0.0,0.0
NK217-2,JNK1 (MAPK8; SAPK1),P45983,Pan-specific,629.5,989.5,522.1666666666666,1924.6666666666667,0.10034418850939898,0.3623041940373926,0.26524098308330674,0.18375476272947697,0.5458295171410106,0.5372374878973979,-0.011356172705126677,0.23975634128386322,0.41207222983077874,0.002567621152864108,0.0,1.0,1.0
NK217-3,JNK1 (MAPK8; SAPK1),P45983,Pan-specific,5330.0,6832.833333333333,8164.5,4963.666666666667,0.1852407754846779,0.10554430812010636,0.10331312389001164,0.2760727956483782,0.5458295171410106,0.5372374878973979,-0.011356172705126677,0.23975634128386322,0.41207222983077874,0.002567621152864108,0.0,1.0,1.0
sc-474-G,JNK1 (MAPK8; SAPK1),P45983,Pan-specific,701.1666666666666,1286.1666666666667,3688.1666666666665,699.6666666666666,0.6154028999286904,0.36136667962507013,0.15007456279090786,0.3563601715102431,0.5458295171410106,0.5372374878973979,-0.011356172705126677,0.23975634128386322,0.41207222983077874,0.002567621152864108,0.0,1.0,1.0
sc-571,JNK1 (MAPK8; SAPK1),P45983,Pan-specific,756.5,1647.6666666666667,753.8333333333334,2072.1666666666665,0.39524124256444154,0.36846719266302513,0.4476379983786572,0.20804847314941424,0.5458295171410106,0.5372374878973979,-0.011356172705126677,0.23975634128386322,0.41207222983077874,0.002567621152864108,0.0,1.0,1.0
PK670,JNK1 (MAPK8; SAPK1),P45983,Y185,1147.0,3138.6666666666665,2745.1666666666665,3213.1666666666665,0.29758791049113625,0.4894859813084113,0.43668670188007214,0.4574580285976106,1.4522864283014632,1.4902701971035974,-0.004139773244855851,0.039779760910005284,0.006160853557667064,0.9916774240995763,1.0,1.0,0.0
NK189-2,JNK2 (MAPK9),P45984,Pan-specific,3777.1666666666665,2325.1666666666665,2941.0,3649.5,0.09720690111635706,0.3613361049387141,0.1521024594809022,0.2608576517331141,-0.051135755776464044,0.14379740844220626,-0.20310293215458256,0.08489550389035881,0.29534848153956805,0.11488875590043583,0.0,0.0,0.0
NK189-3,JNK2 (MAPK9),P45984,Pan-specific,3915.3333333333335,3393.6666666666665,3849.8333333333335,3287.8333333333335,0.14277200749191213,0.14641652751858034,0.12081331082153629,0.10456058532299217,-0.051135755776464044,0.14379740844220626,-0.20310293215458256,0.08489550389035881,0.29534848153956805,0.11488875590043583,0.0,0.0,0.0
NK189-4,JNK2-3,P45984,Pan-specific,3338.3333333333335,5625.5,5880.166666666667,3637.1666666666665,0.20535862872358132,0.3292151808728114,0.2211010647846338,0.2689517176068063,-0.051135755776464044,0.14379740844220626,-0.20310293215458256,0.08489550389035881,0.29534848153956805,0.11488875590043583,0.0,0.0,0.0
NK196,JNK2 (MAPK9),P45984,Pan-specific,404.3333333333333,406.0,198.33333333333334,495.0,0.3591646056608959,0.09359605911330049,0.34845938375350144,0.197979797979798,-0.051135755776464044,0.14379740844220626,-0.20310293215458256,0.08489550389035881,0.29534848153956805,0.11488875590043583,0.0,0.0,0.0
sc-7345,JNK2 (MAPK9),P45984,Pan-specific,565.6666666666666,1618.6666666666667,465.6666666666667,990.3333333333334,0.027499508937340388,0.43382756727073035,0.3669768551658315,0.5046561202737574,-0.051135755776464044,0.14379740844220626,-0.20310293215458256,0.08489550389035881,0.29534848153956805,0.11488875590043583,0.0,0.0,0.0
PK902,JNK2 (MAPK9),P45984,T183+Y185,7786.0,5995.166666666667,5519.5,10229.333333333334,0.2347803750321089,0.3250210817973738,0.20412476975571459,0.3562304483837331,-0.3770824833173927,-0.49634476249916903,0.8901026374488603,0.24736795722408683,0.09806100076578135,0.05560855766022143,0.0,0.0,0.0
NK103-4,MKK4 (MAP2K4; MEK4),P45985,Pan-specific,29186.833333333332,30525.166666666668,32222.333333333332,20950.666666666668,0.1832047555690066,0.3435562277392243,0.0900514136158151,0.14526188506332335,-0.13401318160261483,0.09363920408844881,-0.1896774653153362,0.5104368474532517,0.31531655977759376,0.10116605880510865,0.0,0.0,0.0
NK103-5,"MKK4 (MAP2K4, MEK4)",P45985,Pan-specific,5792.0,4940.166666666667,4540.833333333333,6724.5,0.18347145488029468,0.5331579006556234,0.22341714075977245,0.22717922026420798,-0.13401318160261483,0.09363920408844881,-0.1896774653153362,0.5104368474532517,0.31531655977759376,0.10116605880510865,0.0,0.0,0.0
